Class Index,Title,Description
4,-,The steak is so tender
9,-,"Interesting little bar, great food!"
6,-,A genuine NY bagel.
3,-,Very nice place
8,-,"I've had better ramen in the city, but this wasn't bad.  A little pricey at $18 a bowl, and I didn't really care for their hot pepper concoction."
3,-,Coffee time.
6,-,"An excellent Argentine restaurant with an extensive menu, that lets you. Feast on empanadas or tortilla Espanol to the Parilla  grill combinations.  It is byob, but you go next door to their Bodega Sus where the is an extensive south. American retail wine shop.   The prices are very reasonable, service friendly and the food is excellent and voluminous"
3,-,Lots of places to find anything ya need.
3,-,"Always a great meal here. Food prepared fresh with outstanding pairing of sauces on the dishes. Homemade pasta, local beef. Perfect!"
8,-,"Food was ok, and the beer line up is nothing special.  The bartender and the music were both great!"
7,-,"Great new Mexican restaurant in the West Loop. Carne asada, chicken, and chile relleno were all very well done. Nice option for taqueria style Mexican that isn't available in the Randolph corridor."
5,-,Good. Little crowded as far as space to navigate but the food is great and the staff is wonderful
3,-,"So much activities here for the family, self pick orchard or just get it in the country store. Restaraunt foods was very good, expect crowds and a wait in lines. Do NOT order chicken and dumplings, it's just canned chicken thin flat noodle soup. Very sad for country cooking."
1,-,Its McDonald's what do you expect
6,-,A good breakfast and lunch spot that isn't a chain. I had a Denver omlette with food home fries. Intelligencia coffee. Could have sat there for an hour. Friendly service and atmosphere.
1,-,Staff was nice
3,-,"Dinner tonight was excellent. Service top notch. There's a beautiful dimly lit dinning area which has a very relaxing and quite comfortable atmosphere. The menu choices offered a small variety of quality selections. Tonight's dinner was absolutely awesome. Spiced Rohan Duck Breast
roasted pear, chestnut, rush creek reserve cheese.
New Zealand Kingfish*
trumpet mushroom, romanesco cauliflower, potato, sauce cardinal. Perfect."
7,-,"Food was fine, service was super slow, but they did comp a drink and dish."
3,-,Just picked up a basic Gondola sub. Good stuff.
6,-,"You need a friday night fish fry, any friday...try Steves. A number of different fish including the old stanby Perch.  Also has fried shrimp or chicken.  Start with the complimentary relish tray and you can get sides and salad.  The bar is a real intimate place with the small town feel. Special  Get me started on Hegewisch, it small but pleasant"
6,-,"Everything condos, offices, retail and restuarants"
1,-,Been trying to get a replacement order for u der cooked chicken for about 2 hours
7,-,Pizza was good but had a lot of water on the veggie pie which caused it to be a bit soggy.
7,-,"Love this place, have missed it since they move from Jackson. Quick service, good food, and complimentary chips and salsa. Friendly staff always playing dance music - techno tacos."
3,-,"Lots and lots of everything, went to get an entertainment center. Plenty to choose from but now I have to assemble it."
7,-,Endless couches. Maybe could use a different name.
7,-,"Checked out the Jorge Posada Day of the Dead exhibit. Small, but well put together. Could have used more background information. Nice facility, great deal since it is normally free."
5,-,Good place for drinks. Though avoid the chicken tenders.
2,-,Largest McDonald’s in the world. Can’t believe they changed it from Hollywood McDonald’s but the futuristic concept is great!
7,-,"The best aspects are the location and that it is an open roof in the summer. Gets very crowded after work and can be difficult to find a place to stand, let alone sit. Food and appetizers are pretty poor, drink prices are good for downtown."
8,-,"I expected so much more from this place.  I was there on a Thursday night at 6:30 for just a drink.  They were understaffed, so it took awhile.  I ordered one of the ""batched"" cocktails just because the bartender was so busy, and it was whatever.  Just poured in a glass with ice and a straw.  No garnish or anything.  I've only been here once, so maybe it was a weird moment on a weird night, but I've heard so much about this place, I expected it to be an awesome experience, and it wasn't even close."
1,-,If it wasnt so convenient I wouldn't go there
1,-,Delicouse food kind of lacked on service
1,-,Staff is really cool !
3,-,Awesome  selection and very knowledgeable staff. Easy purchase.
8,-,This place is great.  Dr. Mullin is the best.  The ladies at the counter are SUPER friendly and helpful.  I recommend this place all the time to people in the neighborhood.
3,-,Stopped on for a drink and some pizza bites. Good snack. Newer location looks good.
8,-,They have all the stuff for your pets.
5,-,Get the mocha shake. You deserve this
1,-,That place is always super cool.
7,-,"Furniture is fine, most things feel a bit overstuffed."
3,-,Really wasn't sure about this place based of hearing it's mainly elderly people. We decided to try it for something different. I was kinda surprised when I saw all the options on the menu along with the sides available to top your steak with. Photos of menu attached. As far as the service it was great. Food was very good. I see a few return trips here as there are thi he i would like to try.
4,-,Great food just be patient
4,-,The double hotdogs and the pork chops are the most
4,-,What a beautiful day
4,-,Some of the best pizza in town
7,-,"If you want to eat here and not wait months get to the bar at 5:30 it earlier. Some of the dishes were salty,  but overall very good.

Went back after 6 years. Still great small plates and they were extremely accommodating for allergies."
3,-,"Attended a birthday party here, nice older beach club. Nice size pool staffed with lifeguards."
2,-,Amazing Chinese food!! Appetizers were fantastic and general tao's chicken flavor was great
6,-,Part of the expanded museum complex
7,-,"Not the best deep dish in the city, but is tasty and gets the job done if that is what you are in the mood for."
6,-,Good American bistro. Part of Gibson group without the price
6,-,A good Italian casual restaurant with a representative menu and very reasonable prices
6,-,A good runners store with a wide selection of gear. The real emphasis is on culture. They sponsor enough events and have clinics so that it is more than a retail store
3,-,Quite a nice selection of fresh chocolates and ice cream. Very good stuff. Stop in and enjoy some.
6,-,A convenient spot. Not presumptuous and priced Right.  Salad bar with soft serve ice cream
7,-,Men's department is just not that good in comparison to Nordstrom's.
7,-,Decent diner food but prices are way too high for what you get.
